artist,tags_lastfm
Ace Hood,rap; Hip-Hop; Dirty South; southern rap; florida; hip hop; ace hood; male vocalists; Lil Wayne; yung dynasty; seen live; Gangsta Rap; 00s; Southern Hip Hop; USA; american; trap; Rihanna; Nelly; southern; def jam; lil scrappy; southern hip-hop; T-Pain; mary j blige; dj khaled; trap rap; diddy; trina; Plies; 2 pistols; we the best; tyga; Dj Khalad; Chris Brown; male; singer-songwriter; urban; Crunk; Like; rakim; Kanye West; the game; miami; pop rap; gangsta; east coast rap; jay-z; Ludacris; ace; grandmaster flash; xzibit; Busta Rhymes; Eminem; rick ross; south side; All; Ciara; 50 Cent; Paul Wall; mike jones; crunkcore; Nas; lil flip; tupac; Fuck Off; krs-one; Will Smith; Cassidy; Akon; Missy Elliott; nicki minaj; Raekwon; G-Unit; spotify; swag; Snoop Dogg; mobb deep; young money; UGK; broward county; Fabolous; gansta rap; Ne-Yo; mc hammer; Lil Jon; Ice Cube; freeway; Jim Jones; david banner; chingy; dmx; Obie Trice; twista; Young Buck; ruthless; fat joe; havoc; Kurupt; Rap US
AceMo,ambient; electronic; deep house; United States; All; 5432fun
Acerina Y Su Danzonera,danzon; spotify; Almendra; REAL MENS MUSIC; la chichera; nereidas; obstaculo; percance; que jelengue
Ace Spectrum,soul; Disco; 70s disco; philly soul; 70s; dance; american; 1975; discover; -soul-
Achim Reichel,german; deutsch; rock; norddeutsch; pop; Deutschrock; krautrock; achim reichel; seen live; singer-songwriter; Schlager; germany; folk rock; NDW; liedermacher; Deutsche Schlager; Drunken Sailor; cult; folk; psychedelic; hamburg; Rock-Deutsch; deutsch rock; german artists; witzig; hamburger; der spieler; Ein Stueck Lied von Hand gemacht; classic rock; 70s; 80s; alternative; fast; hard rock; pop rock; art rock; St Pauli; party; composer; space rock; poetic; fun; Psychedelic Rock; blues rock; trippy; deutschsprachig; male vocalists; Rock and Roll; rock n roll; producer; wtf; progrock; food; restaurant; andrea berg; 1990s; german lyrics; 1996; eating; Beef; Kraut Rock; All; kosmische; norsk; good times; rock'n'roll; true metal; deutsche wertarbeit; 80er; volkslieder; My collection; junk; fast food; nurse with wound list; NWW list; burger; 11; german rock; bad taste; McDonalds; TFF Rudolstadt; shanties; fun times; consumption; rockpalast; Deutsch-Rock; cheeseburger; Ronald McDonald; eat it; balladen; niederrhein1-deutsch; ernst; restaurant music; OpelMelange; ronald; Pornoes; Wolfgang Petry; Deutscher Blues; flippers; frank zander
Acid House Kings,indie pop; swedish; twee; indie; pop; scandinavian; Labrador; Swedish Pop; twee pop; Sweden; seen live; indiepop; happy; female vocalists; Mellow; alternative; chamber pop; indie rock; cute; acid house kings; acoustic; Favourites; sweet; labrador records; folk; Twee as Fuck; 00s; lovely; stockholm; Swedish indie; electronic; chill; rock; favorites; funk; Awesome; Retro; folk pop; relax; scandinavia
Acid Storm,thrash metal; speed metal; Technical Thrash Metal; Brazilian thrash metal; brazil; black metal; brazilian; old school thrash metal; brazilian metal; 80s thrash metal; Speed Thrash Metal; metal; 80s; thrash; old school; Sao Paulo; Goa Trance; Brazilian Heavy Metal; 80s thrash; thrash till death; technical speed metal; not electronic; thrash kurwaaaa; underground paulista; not goa trance
Acker Bilk,jazz; clarinet; instrumental; easy listening; clarinette; 60s; british; trad jazz; jazz clarinet; my acker bilk tag; male; Awesome; oldies; dixieland; dixie; lesser known yet streamable artists; acker bilk; nu jazz; pop; chill; england; Somerset; asciiecho; clarinetists; Acker Bilk  His Paramount Jazz Band - Song from 1960; UK; piano; romantic; bass; lounge; contemporary jazz; violin; american; New Orleans; jazzy; composers; 50's; 60's; trad; Europe; english; harp; Library; horn; easy; blue; United Kingdom; bill; West Country; Myjukebox; All; british jazz; goil; one hit wonder; pra; Instrumental music; bandleader; traditional jazz; jazz soul; whereonearthwasit; Big Bands; sanctuary records; RX; Brems Tagg radio; scrumpy and western; oldovoe; muy bueno; english jazz; Pensford; south west england; clarinettist; bilititas; Klarnet; uporo wants to hear more of these; british connections; pop uk; OBJECTUM-SEXUALIS; NICHOPOULOOZA; OS GROUP; Fausto Papetti; SIMILARES A RAY CONNIFF; Great Lounge listening; Nostalgic Orchestra; Less than 200000; Avker; jazzmania; a bilk; Oldies 20s soul; Instrumental retirement mix
Adam Ant,new wave; 80s; post-punk; pop; british; new romantic; seen live; rock; punk; alternative; glam; Adam Ant; UK; male vocalists; english; classic rock; Gothic; london; glam rock; 1980s; indie; alternative rock; singer-songwriter; Post punk; punk rock; Pop-Rock; male vocals; brit pop; male solo artists; goth; pop rock; favorites; england; postpunk; synthpop; 80's; Favourites; 80s Pop; adam; aleister crowley; Adam and The Ants; man beating a goat; hook; shit thats catchy; artists I have met; Made Of Money; this song is cracktastic; SOLOMUSIKA-post punk; ne; ant music; Ant Farm; brit-music; pop80; NoddY RioT; old man withers old days; Nova California Seixas; SOLOMUSIKA-British; boa vista; roraima; Been there - Seen them; wurstwasserkoenig; hear more of; youth tunes; Adam an The Ants
Adam Faith,60s; pop; oldies; male vocalists; songwriter; british invasion; 60s pop; british; All; rock; UK; 50s; teen idols; Adam Faith; classic rock; 70s; 80s; singer-songwriter; Love; easy listening; soft rock; Awesome; london; 90s; west london; male vocal; england; f; Rock and Roll; rock n roll; 00s; 60's; singer-songwriters; Europe; english; My Melting Pot - A Grande Misturada; Library; 3 stars; old; teen pop; everything; fucking incredible; Merry Christmas; beat music; Sounds and memories; ealing; early british pop-rock; Acton; Need to Rate; vintage songs; moje standards; 60s synth; love of england; gunnar musik; wate do you want; michael holliday cw; Another one who died before his time; Britain in the 50s
Adam Lambert,pop; rock; glam; American Idol; Love; pop rock; male vocalists; glam rock; american; Adam lambert; dance; seen live; gay; electronic; sexy; alternative; electropop; singer-songwriter; male vocalist; glambert; hot; American Idol 8; 00s; Pop-Rock; adam; glam pop; USA; Fierce; alternative rock; male; emo; Lady Gaga; amazing; queer; Favorite; <3; Pop/Rock; beautiful; diva; crazy vocals; Master Vocals; english; addictive; solo artist; idol; Talent; indie; Awesome; sex; guilty pleasure; love at first listen; brutal deathcore; guys I would fuck; Should have won; lambert; Altar of the Metal Gods Folk Metal
Adam Makowicz,jazz; piano; polish jazz; polish; jazz piano; seen live; a makowicz; 80s; acid jazz; contemporary jazz; ECM; poland; european; solo piano; study music; jezz; brain jazz; Wojtek; Soft Piano; seen live pl; Adam Makowicz; jazz and classic; 0listen
Adam Pascal,rock; Rent; Broadway; musical; seen live; Performer; pop rock; showtunes; Musical theatre; alternative rock; guitar; musicals; fantastick and groovical; Cast; Adam Pascal; male; sexy; singer-songwriter; solo; favourite; loved; male vocalists; lyrics; joule; actor; voices; All; theatre; Talent; Original Broadway Cast; musical theatre performers; Roger; voices which transcend time itself; naca; rent movie; All Artists; broadway turned rock; Kick-Ass Broadway Vocalists; Need to Rate; squee-worthy; rent rock; rent alum; lalamusic
Adam Sandler,comedy; humor; funny; alternative; rock; humour; adam sandler; Soundtrack; 90s; american; stand-up; indie; punk; alternative rock; spoken word; male vocalists; stand-up comedy; snl; seen live; hardcore; indie rock; jewish; pop; Progressive rock; industrial; male vocalist; black metal; metalcore; metal; Hip-Hop; trip-hop; 80s; Grunge; experimental; hard rock; USA; doom metal; lalala; acoustic; new wave; punk rock; screamo; ska punk; fun; anime; 00s; parody; lol; actor; satire; Stand Up; sarcastic; Comedy Central; chick music; rock-humor; Laughter is the best medicine; Comedy Tracks Only; lang lui; funny ha ha; i will destroy this man and everyone he loves
Adamski,electronic; dance; 90s; acid house; pop; House; electronica; british; techno; UK; seen live; funk; rock; 80s; electro; acid jazz; funky; groovy; jecks; jazz; soul; ambient; acoustic; Retro-pop; singer-songwriter; lounge; england; party; synthpop; elektro; male vocalists; All; one hit wonder; dancepop; trance; chillout; classic; dance-pop; unclassifiable; Retro; club; Acid; deep; Progressive House; deep house; Rave; nrg; cool; John Peel; 90s dance; Favourites; sweet; vocal house; electric; 3 stars; 80s Pop; classic house; Belearic; drunk; United Kingdom; adamski; Newcastle; Club/Dance; Club Music; deep funk; worldmusic; male solo artists; spotify; Adam Sky; old school rave; trance house; electronica for me; tronic; a1; Generation Ecstasy; 80's Dance; electronic : techno; positivity punks; Dorschenanner; Need to Rate; New Forest; methouse; EctroDance; Less than 200000; 3-step
Adam Sky,electro; electronic; Kitsune; Electroclash; techno; acid house; House; Disco; dance; electro house; Acid; sweet; LSD; adamski; spotify; Adam Sky
Adam Wade,60s; pop; oldies; vocal; soul; country; american; male; acoustic; easy listening; rnb; male vocalists; love songs; rhythm and blues; Ballad; All; spotify; moje standards
Adão Negro,reggae; Bahia; brasil; brazilian; raggae brazil; world; brazil; roots; reggae brasil
Adele,soul; female vocalists; british; singer-songwriter; indie; pop; Adele; jazz; acoustic; female vocalist; UK; alternative; britpop; blues; indie pop; female; chillout; 00s; beautiful voice; rnb; Neo-Soul; folk; seen live; england; london; piano; Mellow; rock; Blue-Eyed Soul; english; Love; r&b; beautiful; smooth; jazz-soul; easy listening; Sandy Leah
Adelitas Way,alternative rock; hard rock; rock; post-grunge; modern rock; alternative; adelitas way; seen live; USA; american; Discoverockult; Grunge; alternative metal; Nevada; male vocalists; Post Grunge; anti-music; rockadd; post-talent; Love; 00s; Favorite; shit; <3; las vegas; a; yarling; wwe superstars theme; kill yourself - save music; sucks hard
Adina Howard,rnb; female vocalists; soul; Hip-Hop; r and b; 90s; r&b; adina howard; pop; hip hop; american; rap; hiphop; old school; sex; Neo Soul; one hit wonder; G-funk; 90s Rnb; mb; Grown and Sexy; classic rock; female; rock; singer-songwriter; Progressive rock; USA; favorites; Love; world; quiet storm; latin; smooth; irish; female vocalist; rhythm and blues; 90's; Neo-Soul; slow jams; sexual; Michigan; grand rapids; nasty; slow jam; mainstream; Rhythm n blues; iTunes; spotify; romantic ballads; Sleazy Listening; urban contemporary; SapphirePitbull; windows media player; naughty naughty; sistas; ADINA; trobmartin; jeep soul; jeep-soul; top 500 most played
Adolescents,punk; hardcore punk; punk rock; hardcore; 80s; seen live; skate punk; California; american; Old School Punk; rock; USA; 80s hardcore; melodic hardcore; skatepunk; Old school Hardcore; 80s punk; la punk; California Punk; Orange County; fullerton; oldschool hardcore; adolescents
Adrenalin O.D.,hardcore punk; punk; hardcore; punk rock; crossover; american; thrashcore; thrash metal; thrash; 80s hardcore; new jersey; kicks mallcore kiddies around like little kids; how much primitive can you get; metal; american underground; Fenriz approved; 80s Hardcore Punk; seen live; rock; alternative rock; goth; fast; USA; industrial; cover; ebm; New York Punk; Old school Hardcore; United States; All; riot; crossover thrash; NJ; kbd; short songs; spotify; jersey; hardcore-punk; 7 stars; danceteria; hab ich ein shirt von; Check out more; NJOK; trapped under vice; Thrash Never Dies; listened but not scrobbled; punkie; Need to Rate; Canciones Q M Gustan; HEY DUDE FILL IT UP MAN; punk liszaj radio; ash bomb; speedy spazzcore; fenriz aproved
Adriana Calcanhotto,mpb; female vocalists; brazilian; brasil; brazil; Bossa Nova; singer-songwriter; pop; Adriana Calcanhotto; latin; world; musica popular brasileira; brazilian music; seen live; samba; brasileira; 90s; alternative; World Music; female; Adriana Calcanhoto; chillout; indie; rock; folk; female vocalist; 00s; experimental; acoustic; female vocals; Brazilian Pop; musica brasileira; vocal feminino; 80s; portuguese; cool; nova mpb; adriana; Brazilian Female Vocalists
Adrian Belew,Progressive rock; experimental; guitar; rock; Progressive; Experimental Rock; seen live; alternative; art rock; King Crimson; Avant-Garde; american; guitar virtuoso; Adrian Belew; pop; 80s; prog; new wave; avantgarde; prog rock; The Crimson Connection; USA; Jazz Rock; fripp; Avant-Prog; classic rock; electronic; instrumental; 90s; guitarist; kentucky; jazz; alternative rock; Fusion; psychedelic; 70s; singer-songwriter; pop rock; industrial rock; humour; Guitar Hero; zappa; smart pop; Virtuoso; talking heads; art pop
Adrian Von Ziegler,neoclassical; darkwave; instrumental; Gothic; folk; celtic; dark ambient; ambient; swiss; medieval; symphonic metal; metal; new age; ethereal; switzerland; Pagan; goth; Gothic Metal; neoclassical darkwave; Classical; experimental; Soundtrack; epic; folk metal; composer; neofolk; Gothic Rock; orchestral gothic score; rock; alternative; dark; Symphonic Rock; viking metal; orchestral; atmospheric; melancholic; good; composers; underrated; dark folk; 4; Favorite; neo-classical; scores; fantasy; symphonic gothic metal; celtic folk; apocalyptic folk; All; Celtic Folk Metal; gothic neoclassical; neo-classic; Epic Fantasy; Akiko Shikata; medieval fantasy; descubierto en 2014; discovered in 2014; gothic celt; adrian von ziegler; Listen In Future; mixed-classical-instrumental; better than akiko shikata; more talented than akiko shikata; akiko shikata sucks; more authentic than akiko shikata; faery pop; akiko shikata cant sing; fantasy composer; fantasy composers
Adventure Club,dubstep; electronic; dance; seen live; indie; Filthstep; Brostep; electronica; Canadian; Awesome; bass; All; chillstep; heavy bass; adventure club; electropop; chill; electro; canada; glitch; club; montreal; trap; DUB STEP; 2010s; complextro; liquid dubstep; pretty cool; m; du; lovestep; Ariana Grande; Osheaga 2012; nayer; krewella; canadianmusic; liquidmusick; lescore; keikat
Aerosmith,rock; classic rock; hard rock; 80s; 70s; seen live; aerosmith; american; blues rock; alternative; 90s; heavy metal; metal; alternative rock; glam rock; male vocalists; rock n roll; blues; USA; hair metal; pop; pop rock; Rock and Roll; classic; oldies
Aesthetic Perfection,ebm; dark electro; industrial; electronic; electro-industrial; seen live; Aggrotech; Harsh EBM; american; futurepop; electro; idm; USA; cyberpunk; Terror-EBM; tbm; darkwave; dance; Gothic; electro industrial; glitch; synthpop; Harsh; cyber
A Few Good Men,slowjam; male; 90s; smooth; Grupe; USA; r&b; rnb; All; slow jam; romantic ballads; sweetsoul
AFI,punk; punk rock; rock; alternative; emo; seen live; alternative rock; hardcore; hardcore punk; AFI; american; screamo; post-hardcore; horror punk; pop punk; metal; indie; emocore; melodic hardcore; California; goth punk; not emo; goth; hard rock; Awesome; Gothic; pop; male vocalists; indie rock; post-punk; favorites; 90s; USA; gothic punk; Pop-punk; Gothic Rock; punkrock; electronic; Punk Revival; emo punk
African Jazz Pioneers,jazz; afro-jazz; south african jazz; south african; africa
Afrika Bambaataa,Hip-Hop; funk; electro; electronic; hip hop; rap; old school; seen live; 80s; new york; american; Zulu Nation; electro funk; electronica; dj; old school hip-hop; turntablism; dance; Afrika Bambaataa; hiphop; classic hip-hop; bronx; underground hip-hop; breakbeat; oldschool; House; old school rap; 90s; Old School Hip Hop; Oldschool Hip-Hop; 70s; techno; east coast hip-hop; rock; experimental; USA; eurodance; native tongues; electro-funk; e-l-e-c-t-r-o; oldskool hiphop; pop; Drum and bass; jungle; NYC; 00s; classic electro; alternative hip-hop; freestyle; New York City; Real hip-hop; All; vi ao vivo
