tags,frequency
seen live - iiihh,2
4:pop-antmel,2
rock am ring 2014,2
Regional Blues,2
geedorah,2
5star,2
cantor africano,2
shai,2
karyn white,2
shanice,2
Xscape,2
nivea,2
collabo,2
franstalig,2
beauf,2
rock-a-billy,2
Highway Music,2
drinking music,2
nfl,2
mod-rock,2
Johnny Thunders,2
new york dolls,2
80s Music,2
choirs,2
live performance,2
trad folk,2
Marc Bolan,2
T Rex,2
dadrocker,2
Lovin Spoonful,2
annymix,2
lindsey buckingham,2
dancer,2
mid,2
Randy Edelman,2
deep soulful house,2
weihnacht,2
Jonas,2
sometimes its not about music but about fuckable singer,2
sos,2
worldchristian,2
slick jazz,2
visionary music group,2
secada,2
jon secada,2
central point,2
early electronica,2
Sweet memories,2
ONE LOVE,2
school,2
Vanessa Hudgens,2
KALA,2
cavaquinho,2
Soleil,2
miticos,2
bom sambinha,2
Musica brasilera,2
sudamerica,2
calidad,2
sound poetry,2
dulce,2
machine lyrique,2
nice work,2
anabela duarte,2
remove,2
oud,2
666,2
yee haw,2
nettwerk,2
alternative slower,2
Ive Sung At Karaoke,2
throwaway pop,2
obscure 80s,2
journey,2
Steve Perry,2
joy,2
blog,2
evangelica,2
christmas soul,2
oldies2,2
colombiano,2
columbian,2
three six mafia,2
lil wyte,2
Twiztid,2
tennesse,2
race traitor,2
dj paul-juicy j production,2
Memphis Crunk,2
Angelic Voices,2
Rasputina,2
Acerbic,2
respond,2
paul mccartney,2
Philip Glass,2
paganini,2
ballroom,2
truc francais,2
bof,2
pas terrible,2
francais mt,2
mondsworld,2
ryan cabrera,2
Scotty McCreery,2
lust,2
juice,2
snatch,2
50s lounge,2
Big Band Singer,2
1900-1959,2
women in jazz,2
jungle brothers,2
Certified classic,2
OG,2
69,2
junior wells,2
justice,2
ushh,2
Gamle Ole,2
Rock Electronico,2
New Orleans Rap,2
kacey musgraves,2
female composers,2
psychocore,2
Limahl,2
hungarian metal,2
magyar metal,2
Hungarian Heavy Metal,2
big vocals,2
girl in love,2
mad,2
kanye,2
donne,2
GREAT DANCE MUSIC,2
latin unit,2
oon kayny kattomassa,2
latin ska,2
fight,2
grosos,2
argentine indie,2
liebeslieder,2
funky club classic,2
70s dance,2
house diva,2
Phoebe Snow,2
hawaiian and ballad,2
sus,2
old people music,2
yeah im a cat typing on a computer what are you gonna do about it,2
cover band,2
artists who have done a lot of covers,2
viking rock,2
tollywood,2
stevie b,2
french cold wave,2
stacey q,2
Kate Bush,2
under blankets and long hair,2
radio deer 2007,2
kathy troccoli,2
cristiana,2
Prog-Rock/Art Rock,2
favos,2
Kay Star,2
new lyfe,2
statik distribution,2
sugarland,2
Missy,2
keith jarret,2
sleazy,2
British Psychedelic Rock,2
Classic Rock Females,2
R. Kelly,2
Mint Condition,2
electonica,2
Chill-Hop,2
Bloc busters,2
black hippy,2
Stan Getz,2
2206,2
music to hear in the nuclear bunker,2
douche,2
kenny lattimore,2
one of the most beautiful male voices in RnB,2
hype 100,2
comfy americana,2
strong spirit,2
keri hilson,2
metal francais,2
female fronted power metal,2
gypsy jazz,2
tryptolatinmusic,2
plvert-spain,2
1962,2
erotic bum music,2
soft machine,2
Baton Rouge,2
This Man is Amazing,2
love detroit-chicago,2
A Master Mind,2
electro tech,2
keyshia cole,2
melancholic rock,2
French hardcore,2
negative hardcore,2
negative,2
violent,2
Old School Metalcore,2
Pure Hate,2
Marseille,2
OLD SCHOOL RADIO,2
earlyjazz,2
kid,2
sex drugs and ebm,2
Dark Electronic,2
flamenco-jazz fusion,2
rock de autor,2
temazo de tres pares de cojones,2
pop independiente,2
mediterranean rock,2
sorrow metal,2
Doom/Death Metal,2
depressive metal,2
American idol 2,2
garage 60,2
bbe,2
Robert Fripp,2
orleans,2
Funky House Artists,2
jazzy and bossa,2
naija,2
want to hear,2
piekne,2
faworytne,2
porcupine tree,2
marillion,2
christian gospel,2
male gospel singer,2
terrible music,2
Hindi Film,2
Bollywood Legend,2
hindi filmi,2
kk,2
rhythmic,2
produced,2
Past Classics Jazz,2
the four aces,2
von angesicht zu angesicht betrachtet,2
Electronic music pioneers,2
Berlin school of electronic music,2
schweden,2
mercy me,2
live gesehen - bands,2
ken nichols classics,2
female drummer,2
kmfdm,2
aggro-industrial,2
female blues,2
jazz and blues vocalists,2
kai,2
it is not a trance,2
musique,2
leiden,2
soft voice,2
Kris Kristofferson,2
KRIS,2
disney princess,2
blow job lips,2
ingles,2
American Juniors,2
clinically romantic,2
neoromanticism,2
Neoromantic,2
kumar sanu,2
ISF2002,2
Hindi songs bollywood,2
carnatic violin,2
vocalese,2
male jazz singer,2
released only one album,2
hiphop i like,2
Visited Concert,2
sltb,2
sltb2009,2
labelle,2
americas north newer,2
Nona Hendryx,2
TooT,2
motorik,2
mbube,2
martial,2
military pop,2
Just chillin,2
MOTHER DAY JAMS,2
James Old School,2
torch song,2
La Gusana Ciega,2
texano,2
los palominos,2
g hobbs,2
T T,2
a z,2
Honeychile is So Sweet,2
punk iberico,2
zither,2
album oriented,2
Larry Graham,2
larry heard,2
soul seduction,2
classic christian,2
Jesus Movement,2
explosive,2
ramble,2
Free or Free-ish Jazz,2
not your daddys jazz,2
B3,2
hammond jazz,2
full-bore skronk,2
Jazzorgan,2
danseband,2
Zumba,2
columbia,2
Musica del mundo,2
musica sudamericana,2
sudamerican music,2
latinoamerican music,2
cumbia colombiana con guacharaca,2
cuban folk,2
Salsa Clasica,2
batcave deathrock,2
guitarregeschrammel,2
Hindu,2
blue blues,2
mussolini,2
negro,2
nigger music,2
mamonas,2
nuevo,2
spanish 80s,2
lady singers,2
chess,2
Recommendations and such,2
Laura Pausini,2
first-wave ska,2
original ska,2
jamaica ska,2
performance art,2
brasil guitar,2
cute girl rock,2
flobsessions,2
rachel,2
Lea,2
1986,2
best music,2
LEO SAYER,2
From Clasical Soul to Soul,2
harris party,2
2NE1,2
hip hop etc,2
nox-aeternus,2
daptone,2
Daptone Records,2
raw funk,2
torn,2
hippy music,2
smeg,2
Brasil Bossa Nova,2
brasilian diva,2
poesia pura,2
4 letter artists,2
dropmehereorthere,2
Jopo de Gomina,2
baladas leodan,2
classical - romantic,2
rok,2
leiwand - barrio latino,2
leiwand - global village,2
nueva cancion latinoamericana,2
alto tema,2
pop brasileiro,2
nacionais,2
recomendo,2
pra ouvir andando na rua,2
letrista,2
Executivo Por Sonho,2
months,2
seconds,2
Root Blues,2
american indian,2
uk house,2
outsider house,2
Walk on By,2
cocktail hour,2
medley,2
my french,2
pourbibiche,2
punk francais,2
keupon,2
female rnb singer,2
liam,2
geek music,2
joke,2
goofy bastards,2
SexyPartyGen,2
Weltmusik,2
Riverside,2
serio,2
lightnin hopkins,2
Local artist,2
95,2
26,2
screw,2
king of the south,2
top of the top,2
lady rappers,2
I fap to this,2
campspeerseljabar,2
funk melody,2
in a dream,2
2000,2
freshman,2
im gone,2
look behind you,2
dance - trance,2
sagittarius,2
Best Singer in the world,2
best singers,2
lolita,2
teenagerfmsoundradiofr80,2
post disco,2
punk funk,2
sleep music,2
acidjazz,2
instrumental progressive metal,2
Narada Michael Walden,2
early 80s electro,2
70s and 80s,2
FRED HAMMOND PRAISE,2
Noel Gallagher,2
REAL FREESTYLE,2
Women in Rock,2
Little Big Town,2
e street band,2
Stevies,2
yeh,2
swinging at the gogo-club,2
arkanas,2
granada,2
sur,2
thrash speed metal,2
disco trance,2
Dreamhouse,2
european trance,2
Dj dance,2
never gets old,2
My Broadway Divas,2
confessional,2
chick-rock,2
llyod,2
marques houston,2
blyfav,2
susiesmusic,2
milton nascimento,2
sertao,2
Poco,2
George Winston,2
Awesome Guitar Jam,2
bad songs,2
oxford,2
chicagohouse,2
Star Wars,2
heavy rotation,2
scarebear,2
gitaar USA,2
luv,2
wolf metal,2
french heavy metal,2
Running Wild,2
Cdn Icon,2
blues guitarists,2
UK RnB,2
old soul,2
more than one artist with this name,2
rw sound,2
lasergun,2
minimal tech house,2
cool clubbing,2
electronic ambient,2
CC,2
kastor Electronica,2
nblue,2
deep techn0,2
rocanrol,2
two tone,2
lions ska-punk,2
best lyrics,2
alan lomax,2
proto ska,2
Trinidad Tobago,2
Soca Calypso,2
:3,2
countrypop,2
rock in spanish,2
Chido,2
cebolla,2
Tu Carcel,2
los brios,2
apres ski,2
Slodkie,2
On the floor,2
eurohumppa,2
my wedding songs,2
Straszny badziew,2
ZWAL KUCA,2
peter colours,2
los gatos,2
Cumbias,2
latin blues,2
radio mexico,2
carlos santana,2
vocal-band,2
Find More,2
Clasicos Argentinos,2
resassi2,2
spanish alternative,2
Noise-pop,2
Instrumental surf,2
Galicia,2
Fito y Fitipaldis,2
rosa,2
classical rock,2
lost boyz,2
mr cheeks,2
ill,2
Boyz,2
illest,2
:D,2
chapel hill,2
mash,2
music to cook to,2
neuland,2
deamer,2
ursblues,2
Velvet Underground,2
The Velvet Underground,2
from: japan,2
tv soundtrack,2
homo erotic,2
The Psychedelic Furs,2
city club,2
Sweet and cheesy,2
psychedelic furs,2
Richard Butler,2
prettyLikeDrugs,2
DJPMan-loved-tracks,2
India plus,2
soul classic,2
rufus,2
Greensboro NC,2
boom,2
germanja,2
Old French Singers,2
Shreya Ghosal,2
AAmuzik,2
disturbing tha peace,2
bayern und austria,2
austrian kabarett,2
beethoven,2
Alternatif,2
GodZ,2
biere,2
dconz,2
Yabai Yabon,2
misanthropic black metal,2
Silvio,2
caos coleccion latinoamerica,2
pablo milanes,2
luis enrique,2
nicaragua,2
cbs,2
mi,2
el,2
rei,2
brazil brazil,2
maxixe,2
melodia,2
Slipknot,2
muito foda,2
roctiv,2
Elton Lima,2
Elton Limma,2
Hip to the hop,2
pop shotz,2
Jeannette,2
pe placul meu,2
Bay Shit,2
EPA,2
Menlo Park,2
Hunters Point,2
Lupe,2
talanted,2
pretty ricky,2
stuff to listen to,2
flevo,2
flevo 2009,2
flevo festival 2009,2
flevo festival,2
8th grade,2
m83,2
Stax Records,2
sid,2
starred,2
space-age,2
Kathleen,2
rage,2
tough guy hardcore,2
latin glam,2
Bonum Discovers,2
a pretty girl can walk anywhere all doors open for her,2
2tone,2
2-tone,2
pearl jam,2
Horrorpunk,2
horrorbilly,2
mahalia jackson,2
old gospel,2
african dance,2
ethiopia,2
ethiopian,2
ethiopian jazz,2
ethio jazz,2
On-U Sound,2
Slsk,2
womad 2009,2
Ethiopique,2
ethio-jazz,2
english classical,2
Awesomness,2
1995,2
best of 2007,2
feest,2
unusual harmonies,2
Manfred Mann,2
kwela,2
new boyz,2
Greek Music,2
Ellas,2
African Beat,2
MLPLAYLIST,2
ENTP,2
1920's,2
marc almond,2
orchestrated pop,2
torch singer,2
music that kisses the soul,2
horror films,2
broadcasting live from the ivory tower in space,2
butterrmahjely,2
franco de vita,2
mijares,2
rubbish,2
gnocca,2
Paradigm,2
interpretive,2
feminine dream warrior,2
Feminine Mystique,2
Free Will,2
sexy mama,2
all woman,2
femininity,2
Neo Progressive Rock,2
jazz avant-garde,2
so far out it is in,2
the wire cover star,2
diva gay,2
laura paussini,2
pimpinela,2
ray price,2
jazz influenced,2
Background,2
jackin,2
spock,2
summertime,2
maroon 5,2
Ray J,2
Grammy nominated,2
bands ive met,2
rods hip hop,2
perra,2
russell98,2
Martina McBride,2
french coldwave,2
wizard,2
racism in music sucks,2
Reincarnation of Hitler,2
bonehead,2
worse than hitler,2
white powder,2
anticommunist,2
brutal nazi scumcore with fascist influence and guest vocalist adolf hitler,2
white powercore,2
nazi kircore,2
anal music for anal people,2
jeff buckley,2
Best of the best,2
while driving to nowhere,2
breakfast music,2
listen with moonlight,2
thoughtful lyrics,2
must never be forgotten,2
Shred Metal,2
eindhoven,2
great vocal,2
urban worship,2
Mary Mary,2
soulfullgospel,2
Canton Spirituals,2
rhythm and praise,2
LdoggAl,2
dublin,2
mary chapin carpenter,2
Princeton,2
Over the hill and missing the music of my youth,2
flop 500,2
elliott smith,2
fettttttttttttttt,2
nice   smile,2
METAAAAAAAAAAAAAAAAAAAAAAAAAAAAAL,2
tr00,2
frodo destrua o anel,2
Bristol Sound,2
hardcore funk,2
Gleeful,2
percussions,2
micro,2
soulbrother,2
matchbox twenty,2
rob thomas,2
vossajazz-07,2
technical progressive metal,2
Progressive Alternative Rock,2
Progressive Funk Rock,2
colonna sonora,2
Lobpreis,2
WW2,2
ws2010 - 21,2
ewf,2
populista,2
zeug,2
Musica Classica,2
mauro picotto,2
Lumines,2
neo-baroque,2
jlpostram,2
non-romantic,2
Maze,2
Zapp,2
chinese rap,2
Eu batendo com meu pau num xilofone seria melhor,2
fatcore,2
melanie,2
Artist I should listen to more often,2
jesus rock,2
woodstock artists,2
the real deal,2
Frauenstimmen,2
Ole Skool,2
Heartbreaking,2
fellowship,2
Cruising,2
congas,2
new-york,2
Murfreesboro,2
positive rap,2
80s goth,2
gothrock,2
California deathrock,2
andina,2
nuevo cancionero,2
Merle,2
country western,2
sex pop,2
thomas,2
industrial hardcore techno,2
Technical Post-Thrash,2
orchestral-instrumental,2
bl00d7 m4r7,2
truceklan,2
psych-noise,2
stunned records,2
ntbc,2
batuque,2
Method Man,2
shaolin,2
Wu Tang,2
post-drone,2
born in april,2
shredding,2
aLLLLLL gIRLLLLLLL,2
Anytime Music,2
Michael Henderson,2
bootsy collins,2
capitol records,2
Mtume,2
king of pop,2
mike,2
John Cale,2
weezer,2
the ones that hit my heart,2
scorpions,2
cry baby,2
michael w smith,2
Garage-Rock,2
end of the road 2007,2
zac brown band,2
synth-funk,2
80s r and b,2
elementary school memories,2
dungeon synth,2
Quality Control,2
alternative rhythm and blues,2
Timbiriche,2
worst of 2008,2
electric blues guitar,2
country-punk,2
novelas da globo,2
mundial am,2
etnica,2
dubby,2
maschinenmusik,2
scoogee,2
better than ariana grande,2
melt,2
Southside 2015,2
bluebeat,2
kosmopop,2
Josh Homme,2
qotsa,2
Queens Of The Stone Age,2
humos rock rally,2
sludgegrind,2
unreasonably mad,2
Fort Myers,2
jazz bassist,2
BPitch Control,2
cocoon,2
al jourgensen,2
80s garage,2
psychedelic garage revival,2
universal,2
my library,2
Electric Delta Blues,2
MCS,2
elektro-gabber-speedcore,2
Futuristic Hybrid Metal,2
portishead,2
espectacular,2
miscellanea,2
Apparat,2
regressive rock,2
qawwali,2
Muslim,2
meo,2
mohit chauhan,2
mahadevan,2
female hip-hop artist,2
Eastern Europe Rock,2
tata,2
middle school nostalgia,2
313,2
hobocore,2
Gothic Black Metal,2
morris day,2
The Time,2
Godlike,2
no sound too strange,2
black star,2
rawkus,2
deep techno,2
Neo,2
emo revival,2
paul gilbert,2
avantpop,2
botella,2
sonido botella,2
ric ocasek,2
muddy waters,2
mudvayne,2
persia,2
living legends,2
pub,2
sea shanty,2
when I was young,2
under 400000 plays,2
my darkest days,2
chitown punk,2
midwest hardcore,2
techno trance,2
tekno trance,2
teknoelettronic,2
Nana,2
spoon,2
freaky,2
pataphysique,2
canadian folk,2
movie soundtracks,2
experimemtal,2
comic books,2
dc comics,2
Doomtree,2
plunderphonic,2
copyright,2
boemia,2
fossa,2
brazilian tango,2
interlope tango,2
brazilian gospel,2
wallpaper,2
Melancholic Folk,2
noisy,2
addictive garbage,2
entertainment,2
rich homie quan,2
groovy beats,2
old school electro stuff,2
folk - folkrock - altcountry,2
christian band,2
Asian Fusion,2
The Greatest of All Time,2
old school shit,2
shirtless,2
Italia mia,2
lunacom space station,2
Hindustani classical music,2
tchaikovsky,2
jcc235,2
nyfiken,2
Peter Frampton,2
now available on last-fm radio 08q2,2
the godfather,2
ronny jordan,2
fire,2
rnb - soul,2
post-noise,2
post-ambient,2
Death-Metal,2
moombahcore,2
cyco,2
Suicidal Tendencies,2
better than your face,2
THIS IS BETTER THAN METALLICA,2
better than alcohol,2
Better Than Shitty Metallica,2
better than something,2
better than bad,2
better than green day,2
daughters of soul,2
Better than This,2
much better than metallica,2
Futuristic Genitalia,2
better than happy poop,2
better than some things,2
more better,2
you better not,2
norah jones,2
thugged out,2
flatpick guitar,2
australian metalcore,2
Death/Doom Metal,2
needs more listeners,2
metal in non-english language,2
werewolf karaoke,2
Underground Black Metal,2
nujabes,2
Nu Shooz,2
Synthie-Pop,2
ohio players,2
Rita Lee,2
halfstep,2
primavera sound 2009,2
seen live 2 times,2
love you guys,2
OneRepublic,2
italian black metal,2
death pop,2
gramophone,2
bitter,2
broke up,2
Mutantes,2
os mutantes,2
brazilian psychedelic,2
rj,2
drunk rock,2
punk rock brazil,2
hardcore brasil,2
vocal masculino,2
strings n things,2
catalana,2
Master and Commander,2
nova canco,2
lang:ca,2
euro metal,2
trova cubana,2
cubano,2
Anjunabeats,2
relaxing trance,2
Catolica,2
true and inexorable future of music,2
visions,2
zen,2
btranq,2
ysabols bhangra indian,2
Live watched,2
rock-alternative,2
thats hot,2
pornstar,2
i dont feel that I need to explain my art to you Warren,2
Paraclassical,2
Bandas Favoritas,2
technotronic,2
discomusic,2
pat the bunny,2
quincy jones,2
alt und romantisch,2
female songtress,2
Sweeney Todd,2
Bellearye Music Festival,2
guitar giant,2
favorite guitarist,2
rock independent,2
paul bley,2
p bley,2
british soft rock,2
naxos,2
Simply House,2
djax up beats label,2
Pavement,2
stephen malkmus,2
slacker rock,2
I love the 80s,2
Peggy Lee,2
True emocore,2
silver convention,2
penny mclean,2
strong vocals,2
ja vi ao vivo,2
prio3,2
cuban music,2
fantastic percussion,2
spacesynth,2
Placebo,2
must hear more,2
qualite francaise,2
techno-pop,2
pharrell williams,2
Black-Metal,2
parody metal,2
Theory Of A Deadman,2
Vermont,2
alog,2
fwap,2
find out,2
Brand New,2
Rise Against,2
piero,2
silvio rodriguez,2
spy-jazz,2
secretagent,2
verismo,2
clasik,2
ballada,2
zep fest 2011,2
zepfest,2
neo-glam,2
New-Wave,2
PL,2
Sonic Youth,2
Bagel,2
franzoesisch,2
Hybrid,2
new wave rock,2
pp,2
sexy men,2
my man,2
Strong arm steady,2
Christian Rapcore,2
christian nu metal,2
eurosonic 2010,2
snowboard,2
to download,2
chillin-s,2
aventura,2
dominican republic,2
toby love,2
romeo santos,2
pritam,2
Tata Young,2
omshantiom,2
check it,2
Australian Death Metal,2
bluefolk,2
Edmonton,2
Small Faces,2
tru thoughts,2
now sound,2
feels so good,2
radiated sounds,2
